HANZI	Starostin1989	Karlgren1954	Li1971	Pan2000	Wang1980	Zhengzhang2003	Baxter2014
茇	a / b(h)āt	ɑ / pwɑt	a / puat	o / pood	a / puat	o / pood	a / pˤ  [a]t
茨	i / ʒ(h)ij	æ / dz'i ̯ær	i / dzjid	i / sdi	e / dziei	i / zli	? / ?
茲	ə / cǝ	ə / tsi ̯əg	ə / tsjəg	ɯ / sɯ	ə / tsiə	ɯ / ʔsɯ	? / ?
茷	? / ?	ɑ / pɑd	a / padh	a / paads	a / pat	a / paads	a / [b]ˤ  [a][t] -s
茹	a / n(h)a	o / ȵi ̯o	a / njag	a / nja	a / ȵia	a / nja	a / n  aʔ -s
荅	ə / tǝ̄p	ə / təp	ə / təp	u / k-luub	ə / təp	u / t-kuub	ə / [t]ˤ  [ə]p
草	u / shūʔ	ʊ / ts'ʊg	ə / tshəgwx	u / skhluuʔ	u / tshu	u / shuuʔ	u / [tsʰ]ˤ  uʔ
荊	e / kreŋ	e / ki ̯e ̆ŋ	i / kjiŋ	e / keŋ	e / kieŋ	e / keŋ	e / [k] r eŋ
荍	? / ?	ʊ / g'i ̯ʊg	ə / gjiəgw	i / giw	u / giu	i / giw	? / ?
荑	ə / lhǝ̄j	æ / d'i ̯ær	i / djid	i / b-li	e / diei	i / l'iil	ə / lˤ  əj
荒	a / smāŋ	ɑ / xɑŋ	a / hnaŋ	a / m̥haaŋ	a / xaŋ	a / hmaaŋ	a / m̥ˤ  aŋ
荷	a / ghāj	ɑ / xɑ	a / harh	a / qhaals	a / xai	a / qhaals	a / [g]ˤ  ajʔ
荼	a / Łā	ɔ / d'ɔ	a / drag	a / rlaa	a / dea	a / rlaa	a / lˤ r a
莘	? / ?	e / ʂi ̯e ̆n	i / srjin	i / sriŋ	e / ʃien	i / sriŋ	i / s r i[n]
莠	u / luʔ	ʊ / di ̯ʊg	ə / grjəgwx	u / luʔ	u / ʎiu	u / luʔ	u / [l]  uʔ
莪	a / ŋ(h)āj	ɑ / ŋɑ	a / ŋar	a / ŋaal	a / ŋai	a / ŋaal	? / ?
莫	a / māk	ɑ / mɑk	a / mak	a / maag	a / mak	a / maag	a / mˤ  ak
菁	e / ceŋ	e / tsi ̯e ̆ŋ	i / tsjiŋ	e / skeŋ	e / tsieŋ	e / ʔsleŋ	? / ?
菅	a / krān	a / kwan	a / kruan	o / kroon	a / koan	o / kroon	? / ?
菜	ə / shǝ̄ʔs	ə / ts'əg	ə / tshəgh	ɯ / shɯɯs	ə / tshə	ɯ / shɯɯs	ə / s. r̥ˤ  əʔ -s
菡	? / ?	ə / g'əm	ə / gəmx	u / guumʔ	ə / 墨m	u / guumʔ	? / ?
華	a / swrā	ɔ / xwɔ	a / hwrag	a / qhʷraa	a / xoa	a / qhʷraa	a / qʷʰˤ r a
菲	ə / phǝjʔ	ə / p'i ̯wər	ə / phjəd	ɯ / phɯl	ə / phiəi	ɯ / phɯl	? / ?
菹	? / ?	o / tʂi ̯o	a / tsrjag	a / skra	a / tʃia	a / ʔsra	? / ?
菼	? / ?	ɑ / t'ɑm	a / thamx	a / kh-laamʔ	a / tham	a / lhaamʔ	? / ?
菽	i / snikʷ (~ t-)	ʊ / ɕi ̯ʊk	ə / hrjəkw	i / qhljiwg	u / ɕiuk	ɯ / hljɯwɢ	u / s- t(ʰ)  uk
萃	u / ʒ(h)uts	ə / dz'i ̯wəd	ə / dzjədh	u / zuds	ə / dziuə	u / zuds	u / [dz]  [u]p -s
萊	ə / r(h)ǝ̄	ə / ləg	ə / ləg	ɯ / rɯɯ	ə / lə	ɯ / rɯɯ	? / ?
萋	ə / shǝ̄j	ə / ts'iər	i / tshid	i / shiil	e / tshye	i / shiil	ə / [tsʰ]ˤ  əj
萎	a / ʔʷaj	a / ʔwia	a / ʔjiar	o / qol	a / iuai	o / qrol	? / ?
萏	? / ?	u / d'u ̆m	ə / dəmx	o / g-loomʔ	ə / diuəm	o / l'oomʔ	o / rˤ  omʔ
萬	a / mans (~ -rs)	a / mi ̯wa ̆n	a / mjanh	a / mans	a / mian	a / mans	a / C. m  a[n] -s
落	a / rāk	ɑ / lɑk	a / lak	a / [g]raag	a / lak	a / g·raag	a / kə. rˤ  ak
葉	a / lhap	a / ɕi ̯ap	a / hrjap	e / qhljeb	a / ɕiap	e / hljeb	a / l  [a]p
葍	? / ?	ə / pi ̯ək	ə / pjək	ɯ / pɯɡ	ə / piək	ɯ / pɯɡ	? / ?
葑	? / ?	u / pi ̯uŋ	u / pjuŋ	o / poŋ	o / pioŋ	o / poŋ	? / ?
著	a / tras (~ -ks)	o / ti ̯o	a / trjagx	a / k-laʔ	a / tia	a / taʔ	a / m- t <r> ak
葚	? / ?	u / ȡʻi ̯u ̆m	ə / djəmx	u / ɢljumʔ	u / dʑiu	u / ɦljumʔ	ə / sə- d  [ə]mʔ
葛	a / kāt	a / kat	a / kat	a / kaad	a / kat	a / kaad	a / [k]ˤ  at
葦	ə / wǝjʔ	ə / gi ̯wər	ə / gwjədx	u / ɢulʔ	ə / ɣiuəi	ɯ / ɢʷɯlʔ	? / ?
葭	a / krā	ɔ / kɔ	a / krag	a / kraa	a / kea	a / kraa	? / ?
葵	i / gʷij	æ / g'i ̯wær	i / gwjid	i / gʷil	e / giuei	i / gʷil	i / gʷ  ij
葽	? / ?	o / ʔi ̯og	a / ʔjagw	e / qew	o / iô	e / qew	? / ?
蒙	? / ?	u / muŋ	u / muŋ	o / mooŋ	o / moŋ	o / mooŋ	o / mˤ  oŋ
蒲	? / ?	o / b'o	a / bag	a / baa	a / ba	a / baa	a / [b]ˤ  a
蒸	? / ?	ə / ȶi ̯əŋ	ə / krjəŋ	ɯ / kljɯŋ	ə / tɕiəŋ	ɯ / kljɯŋ	ə / t  əŋ
蒼	? / ?	ɑ / ts'ɑŋ	a / tshaŋ	a / skhaaŋ	a / tshaŋ	a / shaaŋ	a / [tsʰ]ˤ  aŋ
蒿	? / ?	o / xog	a / hagw	a / qhaaw	o / xô	a / qhaaw	a / qʰˤ  aw
蓁	i / ćrin	e / tʂi ̯e ̆n	i / tsrjin	i / srin	e / tʃien	i / ʔsrin	i / [ts] r i[n]
蓄	? / ?	ʊ / thi ̯ʊk	ə / thrjəkw	u / rl̥ug	u / thiuk	u / lhug	u / qʰ  uk
蓆	? / ?	a / dzi ̯ag	a / rjiak	a / sɢlag	a / zyak	a / ljaag	? / ?
蓍	? / ?	æ / ɕi ̯ær	i / hrjid	i / qhji	e / ɕiei	i / qhlji	i / s- k  ij
蓫	? / ?	ʊ / thi ̯ʊk	ə / thrjəkw	i / rl̥iwg	u / thiuk	ɯ / lhɯwɢ	? / ?
蓬	o / bhōŋ	u / b'uŋ	u / buŋ	o / booŋ	o / boŋ	o / booŋ	? / ?
蓷	? / ?	ə / t'wər	ə / thəd	u / kh-luul	ə / thuəi	u / thuul	? / ?
蓼	? / ?	ʊ / liʊg	ə / liəgwx	ɯ / [g]rɯɯwʔ	u / lyu	ɯ / rɯɯwʔ	? / ?
蔚	? / ?	ə / ʔi ̯wəd	ə / ʔwjədh	u / quds	ə / iuət	u / quds	u / ʔ  ut
蔞	o / rhō	u / lu	u / lug	o / [g]roo	o / lo	o / roo	? / ?
蕃	a / b(h)ar	a / pi ̯wa ̆n	a / pjan	a / pan	a / pian	a / pan	a / p  ar
蕑	e / krēn	a / ka ̆n	a / krian	e / kreen	a / kean	e / kreen	e / k. rˤ  e[n]
蕘	? / ?	o / ȵi ̯og	a / ŋrjagw	e / ŋjew	o / ȵiô	e / ŋjew	? / ?
蕨	a / kʷat	a / ki ̯wa ̆t	a / kjuat	o / kod	a / kiuat	o / kod	o / Cə. k  ot
蕩	a / Łhāŋʔ	ɑ / t'ɑŋ	a / thaŋh	a / l̥aaŋs	a / thaŋ	a / lhaaŋs	a / N. rˤ  aŋʔ
蕭	? / ?	ʊ / siʊg	ə / siəgw	ɯ / slɯɯw	u / syu	ɯ / sɯɯw	i / sˤ  iw
薁	? / ?	ʊ / ʔi ̯ʊk	ə / ʔjəkw	u / qug	u / iuk	u / qug	u / ʔ (r) uk
薄	a / bāk	ɑ / b'ɑk	a / bak	a / baag	a / bak	a / baag	a / [b]ˤ  ak
薇	ə / m(h)ǝj	æ / mi ̯ær	ə / mjiəd	ɯ / mrɯl	ə / miəi	ɯ / mrɯl	? / ?
薈	a / ʔʷāts	ɑ / ʔwɑd	a / ʔwadh	o / qoobs	ə / əp	o / qoobs	? / ?
薖	a / khʷāj	ɑ / k'wɑ	a / khuar	o / khlool	a / khuai	o / khlool	a / kʷʰˤ  aj
薦	? / ?	ə / dz'iən	ə / dziənh	ɯ / zɯɯns	ə / dzyən	ɯ / zlɯɯns	ə / Cə. tsˤ  ə[r] -s
薨	ə / smhǝ̄ŋ	ə / xəŋ	ə / həŋ	ɯ / m̥hɯɯŋ	ə / xəŋ	ɯ / hmɯɯŋ	ə / m̥ˤ  əŋ
薪	i / sin	e / si ̯e ̆n	i / sjin	i / sliŋ	e / sien	i / siŋ	i / [s]  i[n]
薺	ə / ʒ́(h)ǝ̄jʔ	ə / dz'iər	i / dzidx	i / ziilʔ	e / dzyei	i / zliilʔ	ə / dzˤ  [ə]jʔ
薿	? / ?	ə / ŋi ̯əg	ə / ŋjəgx	ɯ / ŋgɯʔ	ə / ŋiə	ɯ / ŋɯʔ	? / ?
藇	? / ?	o / si ̯o	a / sjag	a / l̥ja	a / sia	a / sla	? / ?
藉	? / ?	a / tsi ̯ag	a / tsiagh	a / skjaags	a / tsyak	a / ʔsjaags	a / [dz]  Ak -s
藍	a / rām	ɑ / lɑm	a / lam	a / [g]raam	a / lam	a / g·raam	a / [N-k.] rˤ  am
藏	a / ʒ́hāŋ ʒ́hāŋs	ɑ / dz'ɑŋ	a / dzaŋ	a / sgaaŋ	a / dzaŋ	a / zaaŋ	a / m- tsʰˤ  aŋ -s
藐	? / ?	o / mi ̯og	a / mjiagwx	a / mawʔ	o / miô	a / mawʔ	? / ?
藘	a / r(h)a	o / li ̯o	a / ljag	a / ra	a / lia	a / ra	a / [r]  a
藚	? / ?	u / dzi ̯uk	u / sdjuk	o / ljog	o / ziok	o / ljog	o / sə. l  ok
藟	u / rujʔ	ə / li ̯wər	ə / ljərx	u / [g]rulʔ	ə / liuəi	u / rulʔ	? / ?
藥	a / lakʷ	o / di ̯ok	a / grjakw	a / [g]lawg	o / ʎiôk	a / lawɢ	e / m- r  [e]wk
藩	a / par	a / pi ̯wa ̆n	a / pjan	a / pan	a / pian	a / pan	a / p  ar
藪	? / ?	u / su	u / sugx	o / sqlooʔ	o / so	o / slooʔ	? / ?
藻	? / ?	o / tsog	a / tsagwx	a / saawʔ	o / tsô	a / ʔsaawʔ	a / [ts]ˤ  awʔ
藿	? / ?	ɑ / xwɑk	a / hwak	a / qhʷaag	a / xuak	a / qhʷaag	? / ?
蘀	a / ƛ(h)āk	ɑ / t'ɑk	a / thak	a / l̥aag	a / thak	a / lhaag	? / ?
蘇	? / ?	o / so	a / sag	a / sŋaa	a / sa	a / sŋaa	a / s- ŋˤ  a
蘋	? / ?	e / b'i ̯e ̆n	i / bjin	i / bin	e / bien	i / bin	? / ?
蘩	a / b(h)ar	a / b'i ̯wa ̆n	a / bjan	a / ban	a / bian	a / ban	? / ?
蘭	? / ?	ɑ / lɑn	a / lan	a / [g]raan	a / lan	a / g·raan	a / k. rˤ  an
蘿	a / rāj	ɑ / lɑ	a / lar	a / [g]raal	a / lai	a / raal	? / ?
虎	a / hlāʔ	o / xo	a / hagx	a / qhlaaʔ	a / xa	a / qhlaaʔ	a / qʰˤ r aʔ
虐	a / ŋhakʷ	o / ŋi ̯ok	a / ŋjakw	a / ŋawg	o / ŋiôk	a / ŋawɢ	a / [ŋ] (r) awk
虔	? / ?	a / g'i ̯an	a / gjian	e / gren	a / gian	e / gren	a / [g] r a[n]
處	? / ?	o / ȶʻi ̯o	a / thjagx	a / khljaʔ	a / tɕhia	a / khljaʔ	a / t. qʰ  aʔ
虛	a / hla	o / k'i ̯o	a / khjag	a / khla	a / khia	a / kha	a / C. qʰ (r) a
虜	a / r(h)āʔ	o / lo	a / lagx	a / raaʔ	a / la	a / raaʔ	a / C. rˤ  aʔ
虞	a / ŋua	o / ŋi ̯wo	a / ŋwjag	a / ŋʷa	a / ŋiua	a / ŋʷa	a / [ŋ]ʷ (r) a
號	a / ghāw (~ w-)	o / g'og	a / gagw	a / glaaw	o / ɣo^	a / ɦlaaw	a / Cə. [g]ˤ  aw -s
虺	u / sŋuj	ə / xwər	ə / hŋwəd	u / ŋ̊huul	ə / xuəi	u / hŋuul	u / [r̥]  u[j]ʔ
蚤	u / ćūʔ	ʊ / tsʊg	ə / tsəgwx	u / skuuʔ	u / tsu	u / ʔsuuʔ	u / tsˤ  uʔ
蚩	ə / thǝ	ə / ȶʻi ̯əg	ə / thjəg	ɯ / khjɯ	ə / tɕhiə	ɯ / thjɯ	? / ?
蛇	? / ?	ɑ / t'ɑ	a / thar	a / l̥aal	a / thai	a / lhaal	a / l  aj
蜂	o / phoŋ	u / b'uŋ	u / buŋ	o / booŋ	o / boŋ	o / booŋ	o / pʰ (r) oŋ
蜩	? / ?	ʊ / d'iʊg	ə / diəgw	ɯ / dɯɯw	u / dyu	ɯ / dɯɯw	? / ?
蜮	ə / w(h)ǝk	ə / g'wək	ə / gwək	ɯ / gʷɯɯg	ə / ɣuək	ɯ / gʷɯɯg	? / ?
蜴	? / ?	e / di ̯e ̆k	i / rik	e / leg	e / ʎiek	e / leg	e / l  ek
蝀	o / tōŋ	u / tuŋ	u / tuŋ	o / tooŋ	o / toŋ	o / tooŋ	? / ?
蝱	? / ?	a / ma ̆ŋ	a / mraŋ	a / mraaŋ	a / meaŋ	a / mraaŋ	? / ?
融	u / Łuŋ	ʊ / di ̯ʊŋ	ə / rəŋw	u / luŋ	ə / ʎiuəm	u / luŋ	u / l  uŋ
螗	? / ?	ɑ / d'ɑŋ	a / daŋ	a / g-laaŋ	a / daŋ	a / l'aaŋ	? / ?
螣	ə / Ł(h)ǝ̄ŋ	ə / d'i ̯əm	ə / drjəmx	ɯ / g-lɯmʔ	ə / diəm	ɯ / l'ɯmʔ	? / ?
螫	? / ?	a / ɕi ̯ag	a / hrjiak	a / qhljag	a / ɕyak	a / qhjaag	a / [l̥]  Ak
螽	u / tuŋ	ʊ / ȶi ̯ʊŋ	ə / tjəŋw	u / tjuŋ	u / tɕiu	u / tjuŋ	u / t  uŋ
蟀	? / ?	ə / ʂi ̯wət	ə / srjət	u / srud	ə / ʃiuət	u / srud	u / s r ut
蟄	i / d(h)rip	ə / d'i ̯əp	ə / drjəp	i / dib	ə / diəp	i / dib	i / [d] r ip
蟲	u / Łhuŋ	ʊ / d'i ̯ʊŋ	ə / drjəŋw	u / rluŋ	ə / diuəm	u / l'uŋ	u / C. l r uŋ
蠅	ə / lǝŋ	ə / di ̯əŋ	ə / rəŋ	ɯ / [b]lɯŋ	ə / ʎiəŋ	ɯ / b·lɯŋ	ə / m- r  əŋ
蠆	a / srhāts	a / thad	a / thradh	a / m̥rads	a / theat	a / mhraads	a / mə- r̥ˤ  a[t] -s
蠋	? / ?	u / d'i ̯uk	u / drjuk	o / dog	o / diok	o / dog	? / ?
蠐	ə / ʒ́(h)ǝ̄j	ə / dz'iər	i / dzid	i / ziil	e / dzyei	i / zliil	? / ?
蠻	a / mrān	a / mwan	a / mruan	o / mroon	a / moan	o / mroon	o / mˤ r o[n]
血	i / swīt	e / xiwet	i / hwit	i / qhʷiig	e / xyuet	i / qhʷiig	i / m̥ˤ  ik
行	a / grāŋ ghāŋ	ɑ / g'ɑŋ	a / gaŋ	a / gaaŋ	a / ɣaŋ	a / gaaŋ	a / [g]ˤ r aŋ -s
衍	a / lanʔ	a / di ̯an	a / ranx	a / lanʔ	a / ʎian	a / lanʔ	a / N- q (r) anʔ
衎	a / khāns	ɑ / k'ɑn	a / khanx	a / khaanʔ	a / khan	a / khaanʔ	? / ?
衛	a / wrats	a / gi ̯wa ̆d	a / gwjadh	a / ɢʷads	a / ɣiuat	a / ɢʷads	a / [ɢ]ʷ (r) a[t] -s
衝	o / thoŋ	u / ȶʻi ̯uŋ	u / thjuŋ	o / thjoŋ	o / tɕhio	o / thjoŋ	o / tʰ  oŋ
衡	? / ?	a / g'a ̆ŋ	a / graŋ	a / graaŋ	a / ɣeaŋ	a / graaŋ	a / [g]ˤ r aŋ
衣	ə / ʔǝj	ə / ʔi ̯ər	ə / ʔjəd	ɯ / qɯl	ə / iəi	ɯ / qɯl	ə / ʔ (r) əj
衿	? / ?	ə / ki ̯əm	ə / kjiəm	ɯ / krɯm	ə / kiəm	ɯ / krɯm	ə / C. ɢ (r) [ə]m -s
袍	? / ?	ʊ / b'ʊg	ə / bəgw	u / buu	u / bu	u / buu	u / m. [p]ˤ  u
袢	a / b(h)an	a / b'i ̯wa ̆n	a / bjan	o / bon	a / biuan	a / ban	? / ?
袪	? / ?	o / k'i ̯o	a / khjag	a / kha	a / khia	a / kha	? / ?
袺	? / ?	æ / kæt	i / krit	i / kriid	e / ket	i / kriid	i / kˤ  i[t]
裏	? / ?	ə / li ̯əg	ə / ljəgx	ɯ / [g]rɯʔ	ə / liə	ɯ / rɯʔ	ə / m. r  əʔ
裒	o / bhrō	ʊ / b'ʊg	ə / bəgw	u / buu	u / bu	u / bu	? / ?
裕	o / loks	u / di ̯ug	u / grjugh	o / [g]logs	o / ʎiok	o / logs	? / ?
裘	ə / gʷǝ	u / g'i ̯ug	ə / gwjəg	ɯ / gʷɯ	ə / giuə	ɯ / ɢʷɯ	ə / [g]ʷ  ə
補	a / pāʔ	o / po	a / pagx	a / paaʔ	a / pa	a / paaʔ	a / [Cə]- pˤ  aʔ
裯	? / ?	ʊ / tʊg	ə / təgw	ɯ / tɯɯw	u / tyu	u / tuuw	? / ?
裳	? / ?	a / ȡi ̯aŋ	a / djaŋ	a / gljaŋ	a / ʑiaŋ	a / djaŋ	a / d  aŋ
裼	e / slēk	e / siek	i / sik	e / sleeg	e / syek	e / sleeg	? / ?
褎	u / lhus	ʊ / dzi ̯ʊg	ə / rjəgwh	ɯ / ljɯws	u / ziu	ɯ / ljɯws	? / ?
褐	a / g(h)āt	a / g'at	a / gat	a / gaad	a / ɣat	a / gaad	a / [ɢ]ˤ  at
襄	a / snhaŋ	a / si ̯aŋ	a / sjaŋ	a / snaŋ	a / siaŋ	a / snaŋ	a / s- n  aŋ
襋	? / ?	ə / ki ̯ək	ə / kjək	ɯ / krɯɡ	ə / kiək	ɯ / krɯɡ	? / ?
襛	? / ?	u / ni ̯uŋ	u / nrjuŋ	o / noŋ	o / nioŋ	o / noŋ	? / ?
襜	a / tham	a / ȶʻi ̯am	a / thjam	a / khljam	a / tɕhia	a / thjam	a / [tʰ]  am
襭	i / gīt	e / g'iet	i / git	i / giid	e / ɣyet	i / giid	? / ?
襮	a / pākʷ	o / pok	a / pakw	o / poowg	o / pôk	o / poowɢ	a / pˤ  awk
西	ə / sǝ̄r	ə / siər	ə / siəd	ɯ / slɯɯl	ə / syən	ɯ / sɯɯl	ə / s- nˤ  ər
要	e / ʔew	o / ʔi ̯og	a / ʔjagw	e / qew	o / iô	e / qew	e / [q]  ew(k) -s
覃	ə / lhǝ̄m	ə / d'əm	ə / dəm	ɯ / g-lɯɯm	ə / dyəm	ɯ / l'ɯɯm	a / N- r  [a]mʔ
覆	u / phuk	ʊ / p'i ̯ʊg	ə / phjəgwh	u / phugs	u / phiuk	u / phugs	u / pʰ (r) uk
見	e / kēns	a / kian	a / kianh	e / keens	a / kyan	e / keens	e / m- [k]ˤ  en -s
視	i / g(h)ijʔ	æ / ȡi ̯ær	i / grjidx	i / gljilʔ	e / ʑiei	i / gljilʔ	i / g  ijʔ -s
親	ə / shǝn	e / ts'i ̯e ̆n	i / tshjin	i / shiŋ	e / tshie	i / shin	i / [tsʰ]  i[n]
覯	o / kōs	u / ku	u / kugh	o / koos	o / ko	o / koos	o / kˤ (r) o -s
覲	? / ?	æ / g'i ̯æn	ə / gjiənh	ɯ / grɯns	e / geən	ɯ / grɯns	? / ?
覺	? / ?	ʊ / kʊ̆g	ə / krəgwh	u / kruugs	e / keuk	u / kruugs	u / kˤ r uk
角	o / krōk	u / ku ̆k	u / kruk	o / kroog	e / keok	o / kroog	o / C. [k]ˤ r ok
解	e / krēʔ	e / ke ̆g	i / krigx	e / kreeʔ	e / ke	e / kreeʔ	e / kˤ r eʔ
觥	? / ?	a / kwa ̆ŋ	a / kwraŋ	a / kʷraaŋ	a / koaŋ	a / kʷraaŋ	a / [k]ʷˤ r aŋ
觩	? / ?	ʊ / g'i ̯ʊg	ə / gjiəgw	u / gru	u / gyu	u / gu	? / ?
觿	? / ?	e / g'iweg	i / gwig	e / gʷee	e / ɣyue	e / gʷee	e / qʷʰ  e
言	a / ŋan	a / ŋi ̯a ̆n	a / ŋjan	a / ŋan	a / ŋian	a / ŋan	a / ŋ  a[r]
訊	i / sins (~ -ǝns, ~ -ǝrs)	e / si ̯e ̆n	i / sjinh	i / slins	e / sien	i / sins	i / [s]  i[n] -s
訌	o / g(h)ōŋ	u / g'uŋ	u / guŋ	o / gooŋ	o / ɣoŋ	o / gooŋ	? / ?
訏	a / swa	o / xi ̯wo	a / hwjag	a / qhʷa	a / xiua	a / qhʷa	a / qʷʰ (r) a
訓	u / sluns	ə / xi ̯wən	ə / hjənh	u / qhuns	ə / xiuən	u / qhuns	u / l̥  u[n] -s
訛	? / ?	ɑ / ŋwɑ	a / ŋwar	a / ŋʷaal	a / ŋuai	a / ŋʷaal	a / m- qʷʰˤ  aj
訟	? / ?	u / dzi ̯uŋ	u / sgjuŋ	o / sɢloŋ	o / zioŋ	o / sɢloŋ	o / s. [ɢ]  oŋ -s
訧	ə / wǝ	u / gi ̯ug	ə / gwjəg	ɯ / ɢʷɯ	u / ɣiu	ɯ / ɢʷɯ	ə / [ɢ]ʷ  ə
訩	? / ?	u / xi ̯uŋ	u / hjuŋ	o / qhoŋ	o / xioŋ	o / qhoŋ	o / qʰ (r) oŋ
設	? / ?	a / ɕi ̯at	a / hrjat	e / qljed	a / ɕiat	e / hljed	e / ŋ̊  et
許	? / ?	o / xi ̯o	a / hŋjagx	a / ŋ̊haʔ	a / xia	a / hŋaʔ	a / qʰ (r) aʔ
訿	e / ćejʔ	e / tsi ̯e ̆g	i / tsjigx	e / seʔ	e / tsie	e / ʔseʔ	? / ?
詈	? / ?	a / lia	a / ljarh	a / rals	a / liai	a / rals	a / C. r  aj -s
詢	? / ?	e / si ̯we ̆n	i / skwjin	i / sqʷin	e / siuen	i / sqhʷin	? / ?
試	ə / ƛhǝks	ə / ɕi ̯əg	ə / hrjəgh	ɯ / l̥ɯgs	ə / ɕiək	ɯ / hljɯɡs	ə / l̥  ək -s
詩	ə / tǝ	ə / ɕi ̯əg	ə / hrjəg	ɯ / l̥ɯ	ə / ɕiə	ɯ / hljɯ	ə / s. t  ə
話	a / ghʷrāts	a / g'wad	a / gruadh	o / groods	a / ɣoat	o / groods	a / [g]ʷˤ r at -s
詳	a / lhaŋ	a / dzi ̯aŋ	a / rjaŋ	a / sɢlaŋ	a / ziaŋ	a / ljaŋ	a / s. [ɢ]  aŋ
詵	ə / sǝr	e / ʂi ̯e ̆n	ə / srjiən	i / srin	e / ʃien	i / srin	ə / s r ər
詹	a / tam	a / ȶi ̯am	a / tjam	a / kljam	a / tɕiam	a / tjam	a / [t]  am
誘	? / ?	ʊ / di ̯ʊg	ə / grjəgwx	u / luʔ	u / ʎiu	u / luʔ	u / l  uʔ
語	? / ?	o / ŋi ̯o	a / ŋjagx	a / ŋaʔ	a / ŋia	a / ŋaʔ	a / ŋ (r) aʔ
誦	? / ?	u / dzi ̯uŋ	u / rjuŋh	o / ljoŋs	o / zioŋ	o / ljoŋs	o / sə- [l]  oŋ -s
誨	? / ?	ə / xməg	ə / hməgh	ɯ / m̥hɯɯ	ə / xə	ɯ / hmɯɯs	ə / m̥ˤ  ə(ʔ) -s
說	? / ?	a / ɕi ̯wad	a / hrjuadh	o / l̥ds	a / ɕiuat	o / hljods	? / ?
調	i / dhīw	ʊ / d'iʊg	ə / diəgw	ɯ / dɯɯw	u / dyu	ɯ / dɯɯw	i / [d]ˤ  iw
諄	? / ?	ə / ȶi ̯wən	ə / tjən	u / tjun	ə / tɕiuən	u / tjun	? / ?
談	a / lhām	ɑ / d'ɑm	a / dam	a / g-laam	a / dam	a / l'aam	o / lˤ  [o]m
諏	o / ćo	u / tsi ̯u	u / tsjug	o / sko	o / tsio	o / ʔslo	o / [ts]  o
諗	? / ?	ə / ɕi ̯əm	ə / hrjəmx	ɯ / qhljɯmʔ	ə / ɕiəm	ɯ / hnjɯmʔ	i / n̥  imʔ
諫	a / krāns	a / kan	a / kranh	a / kraans	a / kean	a / kraans	a / kˤ r anʔ (-s)
諶	ə / d(h)ǝm	u / ȡi ̯u ̆m	ə / djəm	u / gljum	ə / ʑiuəm	u / gljum	u / [t. ɢ]  [u]m
諸	a / ta	ɔ / ȶi ̯ɔ	a / tjiag	a / klja	a / tɕya	a / tjaa	a / t  a
諼	a / swan	a / xi ̯wa ̆n	a / hwjan	a / qhʷan	a / xiuan	a / qhʷan	a / qʷʰ  a[r]
諾	a / nhāk	ɑ / nɑk	a / nak	a / naag	a / nak	a / naag	a / nˤ  ak
謀	ə / mǝ	ə / mi ̯əg	ə / mjəg	ɯ / mɯ	ə / miə	ɯ / mɯ	ə / m  ə
謂	ə / wǝts	ə / gi ̯wəd	ə / gwjədh	u / ɢuds	ə / ɣiuət	u / ɢuds	ə / [ɢ]ʷ  ə[t] -s
謔	a / sŋakʷ	o / xi ̯ok	a / hŋjakw	a / ŋ̊hawg	o / xiôk	a / hŋawɢ	a / ŋ̊ (r) awk
謝	a / lhiaks	a / dzi ̯ag	a / rjiagh	a / ljags	a / zyak	a / ljaags	a / sə- l  Ak -s
謠	? / ?	o / di ̯og	a / grjagw	o / [g]low	o / ʎiô	e / lew	a / l  aw
謫	e / trēk	e / te ̆k	i / trik	e / rteeg	e / tek	e / rteeg	e / C. tˤ r ek
譖	ə / crǝms	u / tʂi ̯u ̆m	ə / tsrjəmh	u / skrums	u / tʃiu	u / ʔsrums	ə / [ts] r [ə]m -s
識	ə / tǝk	ə / ȶi ̯əg	ə / tjəgh	ɯ / kljɯɡs	ə / tɕiək	ɯ / tjɯɡs	ə / t  ək -s
譙	? / ?	o / dz'i ̯og	a / dzjagw	e / sglew	o / dziô	e / zew	? / ?
議	? / ?	a / ŋia	a / ŋjiarh	a / ŋals	a / ŋiai	a / ŋrals	a / ŋ (r) aj -s
譽	a / la	o / di ̯o	a / rag	a / la	a / ʎia	a / la	a / m- q (r) a -s
讀	o / lhōk	u / d'uk	u / duk	o / loog	o / dok	o / l'oog	o / C. lˤ  ok
讎	u / dhu	ʊ / ȡi ̯ʊg	ə / djəgw	u / gju	u / ʑiu	u / gju	u / [d]  u
讒	? / ?	æ / dz'æm	ə / dzrəm	ɯ / zrɯɯm	e / dʒeəm	ɯ / zrɯɯm	? / ?
讓	a / naŋs	a / ȵi ̯aŋ	a / njaŋh	a / njaŋs	a / ȵiaŋ	a / njaŋs	a / n  aŋ -s
谷	o / klōk	u / luk	u / luk	o / [g]roog	o / lok	o / 鷎roog	o / C. qˤ  ok
豆	o / d(h)ōs	u / d'u	u / dugh	o / g-loos	o / do	o / doos	o / [d]ˤ  ok -s
豈	ə / khǝjʔ	ə / k'ər	ə / khədx	ɯ / khɯɯlʔ	ə / khyən	ɯ / ŋhɯɯlʔ	ə / C. qʰ  əjʔ
豐	u / phuŋ	u / p'i ̯uŋ	u / phjuŋ	o / phoŋ	o / phioŋ	o / phoŋ	o / pʰ (r) oŋ
